Model,Encoded Chromosome
187,"[5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 90, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 48, 0, 0, 5, 0, 0, 0]"
188,"[0, 14, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 39, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0]"
189,"[5, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 6, 10, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 6, 14, 1, 0, 0, 10, 1, 0]"
190,"[8, 1, 1, 0, 6, 7, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 4, 18, 0, 0, 7, 0, 0, 0, 4, 61, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0]"
191,"[8, 1, 2, 0, 6, 4, 1, 0, 3, 0, 0, 0, 6, 11, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 7, 1, 0, 7, 0, 0, 0]"
192,"[5, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 7, 0, 0, 6, 14, 0, 0, 6, 6, 0, 0, 0, 8, 1, 0, 8, 3, 2, 0, 4, 106, 0, 0, 4, 110, 0, 0, 4, 69, 0, 0]"
193,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0, 6, 14, 0, 0, 6, 7, 0, 0, 4, 62, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 45, 0, 0, 8, 1, 1, 0, 0, 11, 0, 0]"
194,"[6, 10, 1, 0, 7, 0, 0, 0, 6, 11, 0, 0, 4, 104, 0, 0, 8, 1, 1, 0, 0, 7, 1, 0, 8, 1, 2, 0, 1, 0, 0, 0, 8, 1, 2, 0, 0, 10, 1, 0, 1, 0, 0, 0, 4, 12, 0, 0]"
195,"[7, 0, 0, 0, 4, 112, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 1, 2, 0, 0, 9, 1, 0, 5, 0, 0, 0]"
196,"[7, 0, 0, 0, 2, 1, 0, 0, 0, 13, 1, 0, 4, 78, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 4, 124, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0]"
197,"[4, 79, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 6, 14, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
198,"[6, 9, 1, 0, 5, 0, 0, 0, 4, 63, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 6, 6, 0, 0, 7, 0, 0, 0]"
199,"[6, 12, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 4, 39, 0, 0, 0, 9, 1, 0, 2, 0, 0, 0, 4, 119, 0, 0, 7, 0, 0, 0, 4, 112, 0, 0, 0, 6, 1, 0, 2, 1, 0, 0]"
200,"[2, 1, 0, 0, 0, 14, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0]"
201,"[3, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 12, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 0, 11, 1, 0, 5, 0, 0, 0]"
202,"[7, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 0, 14, 1, 0, 2, 0, 0, 0, 4, 10, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 3, 0, 0, 0]"
203,"[2, 1, 0, 0, 8, 3, 1, 0, 4, 59, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 7, 0, 0, 0, 13, 1, 0, 1, 0, 0, 0, 6, 15, 1, 0]"
204,"[5, 0, 0, 0, 0, 11, 1, 0, 5, 0, 0, 0, 6, 15, 0, 0, 6, 5, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 2, 1, 0, 0]"
205,"[2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 46, 0, 0, 4, 108, 0, 0, 6, 12, 1, 0]"
206,"[0, 4, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 100, 0, 0, 8, 1, 1, 0, 4, 37, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 0, 12, 0, 0, 0, 13, 1, 0, 0, 5, 0, 0, 6, 12, 1, 0]"
207,"[3, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 8, 3, 1, 0, 6, 10, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 10, 0, 0, 7, 0, 0, 0]"
208,"[2, 1, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 4, 7, 0, 0, 0, 15, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 9, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
209,"[0, 14, 1, 0, 4, 84, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 9, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 13, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0]"
210,"[7, 0, 0, 0, 8, 3, 2, 0, 0, 14, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 8, 1, 1, 0, 3, 0, 0, 0]"
211,"[3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 6, 4, 0, 0, 0, 4, 0, 0, 6, 6, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
212,"[1, 0, 0, 0, 4, 83, 0, 0, 4, 89, 0, 0, 0, 13, 0, 0, 0, 14, 0, 0, 0, 15, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 4, 86, 0, 0]"
213,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 11, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 100, 0, 0, 0, 4, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0]"
214,"[2, 1, 0, 0, 0, 9, 0, 0, 7, 0, 0, 0, 4, 88, 0, 0, 1, 0, 0, 0, 4, 28, 0, 0, 0, 12, 1, 0, 1, 0, 0, 0, 4, 55, 0, 0, 7, 0, 0, 0, 6, 7, 1, 0, 4, 102, 0, 0]"
215,"[7, 0, 0, 0, 6, 13, 0, 0, 4, 96, 0, 0, 5, 0, 0, 0, 4, 57, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 4, 17, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
216,"[1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 8, 2, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 0, 9, 1, 0, 3, 0, 0, 0, 6, 9, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0]"
217,"[0, 13, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 8, 2, 2, 0, 6, 9, 0, 0, 6, 15, 1, 0, 7, 0, 0, 0, 0, 15, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 14, 0, 0]"
218,"[4, 19, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 13, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 48, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
219,"[8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 97, 0, 0, 0, 9, 1, 0, 4, 24, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0]"
220,"[3, 0, 0, 0, 8, 3, 1, 0, 0, 12, 0, 0, 4, 54, 0, 0, 4, 50, 0, 0, 4, 106, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 8, 0, 0, 0, 10, 0, 0, 4, 96, 0, 0]"
221,"[2, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 6, 4, 0, 0, 5, 0, 0, 0, 6, 10, 0, 0, 8, 1, 2, 0, 4, 61, 0, 0, 6, 8, 1, 0, 7, 0, 0, 0, 4, 102, 0, 0, 8, 1, 1, 0]"
222,"[5, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 0, 11, 1, 0, 5, 0, 0, 0, 0, 10, 0, 0, 0, 10, 0, 0, 5, 0, 0, 0, 6, 11, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 6, 8, 1, 0]"
223,"[7, 0, 0, 0, 4, 2, 0, 0, 6, 9, 0, 0, 0, 6, 1, 0, 1, 0, 0, 0, 0, 7, 1, 0, 4, 83, 0, 0, 1, 0, 0, 0, 6, 6, 1, 0, 0, 4, 1, 0, 4, 115, 0, 0, 8, 1, 2, 0]"
224,"[1, 0, 0, 0, 4, 50, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 45, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 9, 0, 0]"
225,"[0, 10, 1, 0, 6, 13, 1, 0, 4, 76, 0, 0, 7, 0, 0, 0, 6, 13, 1, 0, 1, 0, 0, 0, 4, 103, 0, 0, 4, 86, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 10, 0, 0, 4, 1, 0, 0]"
226,"[2, 1, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 11, 0, 0, 1, 0, 0, 0, 0, 12, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 7, 0, 0, 0]"
227,"[3, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 6, 14, 1, 0]"
228,"[5, 0, 0, 0, 4, 39, 0, 0, 0, 12, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 11, 1, 0, 4, 69, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 0, 12, 1, 0]"
229,"[0, 6, 0, 0, 0, 4, 0, 0, 8, 3, 2, 0, 8, 1, 2, 0, 8, 1, 1, 0, 6, 13, 1, 0, 8, 1, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 83, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0]"
230,"[1, 0, 0, 0, 6, 13, 0, 0, 4, 82, 0, 0, 4, 83, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 50, 0, 0]"
231,"[3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 3, 1, 0, 2, 1, 0, 0, 0, 9, 1, 0, 8, 2, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 8, 1, 0, 1, 0, 0, 0]"
232,"[3, 0, 0, 0, 0, 12, 1, 0, 8, 1, 1, 0, 4, 71, 0, 0, 8, 2, 2, 0, 0, 13, 0, 0, 4, 84, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 4, 32, 0, 0, 5, 0, 0, 0, 6, 9, 1, 0]"
233,"[7, 0, 0, 0, 7, 0, 0, 0, 4, 39, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 7, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 2, 1, 0, 0]"
234,"[3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 8, 0, 0, 8, 3, 1, 0, 8, 2, 1, 0, 2, 0, 0, 0]"
235,"[5, 0, 0, 0, 8, 1, 2, 0, 1, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 8, 3, 1, 0, 2, 1, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0]"
236,"[6, 12, 1, 0, 6, 6, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 11, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 7, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0]"
237,"[0, 12, 0, 0, 7, 0, 0, 0, 0, 8, 1, 0, 6, 9, 1, 0, 8, 1, 1, 0, 4, 32, 0, 0, 0, 13, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6, 11, 0, 0, 1, 0, 0, 0]"
238,"[3, 0, 0, 0, 0, 12, 1, 0, 5, 0, 0, 0, 4, 39, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 0, 8, 0, 0, 7, 0, 0, 0, 0, 15, 0, 0]"
239,"[7, 0, 0, 0, 1, 0, 0, 0, 0, 8, 1, 0, 1, 0, 0, 0, 4, 36, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 8, 2, 1, 0, 4, 100, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
240,"[3, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 0, 9, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 4, 121, 0, 0, 0, 12, 0, 0, 2, 0, 0, 0]"
241,"[2, 1, 0, 0, 0, 4, 0, 0, 8, 2, 2, 0, 4, 33, 0, 0, 8, 3, 2, 0, 6, 9, 0, 0, 2, 0, 0, 0, 0, 7, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 11, 1, 0, 0, 14, 1, 0]"
242,"[4, 38, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 7, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 6, 14, 1, 0, 5, 0, 0, 0, 0, 5, 1, 0]"
243,"[6, 11, 1, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 5, 1, 0, 6, 4, 1, 0, 1, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 8, 3, 1, 0]"
244,"[4, 43, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 6, 5, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0]"
245,"[5, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 6, 5, 1, 0, 4, 92, 0, 0, 5, 0, 0, 0, 0, 12, 1, 0, 6, 6, 1, 0, 1, 0, 0, 0, 0, 15, 1, 0, 3, 0, 0, 0]"
246,"[1, 0, 0, 0, 4, 6, 0, 0, 2, 0, 0, 0, 6, 15, 0, 0, 2, 1, 0, 0, 4, 17, 0, 0, 6, 9, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
247,"[8, 3, 2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 75, 0, 0, 4, 66, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0]"
248,"[0, 4, 0, 0, 5, 0, 0, 0, 6, 12, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 4, 11, 0, 0, 8, 3, 1, 0, 4, 126, 0, 0]"
249,"[4, 63, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 4, 115, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0]"
250,"[8, 1, 2, 0, 4, 29, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 11, 0, 0, 8, 3, 1, 0, 0, 5, 1, 0, 6, 6, 1, 0, 3, 0, 0, 0, 8, 1, 1, 0, 0, 15, 0, 0]"
251,"[3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 4, 105, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 6, 15, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0]"
252,"[1, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 6, 5, 0, 0, 4, 3, 0, 0, 6, 8, 1, 0, 6, 5, 1, 0, 8, 2, 1, 0, 4, 101, 0, 0, 3, 0, 0, 0, 4, 50, 0, 0, 7, 0, 0, 0]"
253,"[3, 0, 0, 0, 3, 0, 0, 0, 8, 2, 1, 0, 0, 13, 1, 0, 7, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 44, 0, 0]"
254,"[6, 11, 0, 0, 3, 0, 0, 0, 0, 14, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 0, 12, 1, 0, 0, 8, 0, 0, 5, 0, 0, 0, 6, 6, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0]"
255,"[3, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
256,"[8, 2, 1, 0, 8, 1, 2, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 4, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
257,"[6, 12, 1, 0, 4, 5, 0, 0, 0, 11, 1, 0, 1, 0, 0, 0, 4, 64, 0, 0, 8, 2, 1, 0, 8, 1, 1, 0, 6, 14, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 99, 0, 0]"
258,"[1, 0, 0, 0, 1, 0, 0, 0, 6, 5, 1, 0, 0, 6, 0, 0, 0, 10, 0, 0, 8, 2, 2, 0, 0, 6, 0, 0, 0, 12, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 8, 1, 1, 0, 6, 10, 1, 0]"
259,"[1, 0, 0, 0, 6, 15, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 60, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 22, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0]"
260,"[0, 15, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 15, 0, 0, 6, 8, 0, 0, 0, 4, 0, 0]"
261,"[4, 74, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 0, 11, 1, 0, 6, 10, 1, 0, 6, 6, 0, 0, 8, 3, 1, 0, 6, 14, 1, 0, 8, 1, 2, 0, 4, 93, 0, 0, 7, 0, 0, 0]"
262,"[4, 85, 0, 0, 7, 0, 0, 0, 0, 9, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 8, 0, 0, 6, 4, 0, 0, 5, 0, 0, 0, 6, 4, 0, 0, 4, 47, 0, 0]"
263,"[3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 55, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 0, 7, 1, 0, 4, 49, 0, 0]"
264,"[5, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 8, 3, 2, 0, 2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 4, 105, 0, 0]"
265,"[2, 0, 0, 0, 4, 3, 0, 0, 6, 7, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 12, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
266,"[8, 3, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 11, 1, 0, 2, 0, 0, 0, 0, 13, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 0, 11, 1, 0, 1, 0, 0, 0, 4, 91, 0, 0]"
267,"[3, 0, 0, 0, 6, 4, 0, 0, 4, 28, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 6, 12, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0]"
268,"[4, 109, 0, 0, 0, 14, 1, 0, 2, 1, 0, 0, 4, 39, 0, 0, 0, 9, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 117, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 68, 0, 0, 2, 1, 0, 0]"
269,"[1, 0, 0, 0, 4, 54, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 0, 15, 1, 0, 0, 8, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 7, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 26, 0, 0]"
270,"[8, 3, 2, 0, 0, 8, 0, 0, 4, 81, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
271,"[0, 7, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 12, 1, 0, 4, 91, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
272,"[3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 76, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 120, 0, 0, 6, 9, 1, 0, 6, 4, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]"
273,"[6, 13, 0, 0, 7, 0, 0, 0, 6, 15, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 8, 1, 0, 4, 28, 0, 0, 6, 14, 1, 0, 6, 4, 0, 0]"
274,"[7, 0, 0, 0, 4, 43, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 4, 1, 0, 0, 9, 1, 0, 5, 0, 0, 0, 4, 103, 0, 0, 3, 0, 0, 0]"
275,"[7, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 123, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 3, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 4, 110, 0, 0]"
276,"[8, 1, 1, 0, 3, 0, 0, 0, 6, 11, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 4, 114, 0, 0, 8, 1, 1, 0, 8, 1, 1, 0, 0, 9, 0, 0]"
277,"[8, 2, 2, 0, 0, 14, 0, 0, 4, 112, 0, 0, 3, 0, 0, 0, 6, 4, 1, 0, 8, 1, 1, 0, 8, 1, 2, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 97, 0, 0, 8, 3, 1, 0]"
278,"[5, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 63, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 0]"
279,"[1, 0, 0, 0, 6, 4, 1, 0, 6, 11, 1, 0, 8, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
