Model,Encoded Chromosome
187,"[2, 1, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 4, 177, 3, 0, 4, 441, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 72, 3, 0]"
188,"[7, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 14, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 18, 2, 0]"
189,"[1, 4, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0, 0, 12, 0, 1, 8, 3, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 0, 23, 0, 1, 3, 0, 0, 0, 0, 17, 1, 1, 1, 17, 0, 0]"
190,"[2, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 4, 10, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 230, 0, 0]"
191,"[4, 446, 1, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 4, 26, 3, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
192,"[0, 29, 1, 1, 1, 29, 0, 0, 6, 28, 4, 1, 7, 0, 0, 0, 7, 0, 0, 0, 0, 26, 1, 3, 1, 26, 0, 0, 7, 0, 0, 0, 0, 7, 0, 1, 7, 0, 0, 0, 0, 6, 1, 1, 2, 0, 0, 0]"
193,"[0, 19, 0, 1, 6, 8, 4, 3, 7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 12, 0, 1, 7, 0, 0, 0]"
194,"[0, 20, 1, 1, 8, 1, 2, 0, 1, 4, 0, 0, 8, 2, 2, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 90, 1, 0]"
195,"[2, 0, 0, 0, 8, 1, 1, 0, 2, 1, 0, 0, 0, 8, 0, 3, 7, 0, 0, 0, 6, 44, 4, 0, 1, 44, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0]"
196,"[8, 0, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 6, 27, 3, 3, 1, 27, 0, 0, 7, 0, 0, 0, 8, 1, 1, 0, 0, 17, 1, 1, 0, 29, 0, 1, 7, 0, 0, 0, 2, 1, 0, 0, 8, 1, 1, 0]"
197,"[0, 14, 1, 0, 4, 243, 1, 0, 4, 235, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 4, 0, 0, 7, 0, 0, 0]"
198,"[7, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 6, 24, 2, 0, 8, 2, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 1, 4, 0, 0]"
199,"[5, 0, 0, 0, 7, 0, 0, 0, 4, 227, 3, 0, 4, 338, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
200,"[6, 48, 4, 1, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 4, 495, 3, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0]"
