Model,Encoded Chromosome
187,"[7, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 4, 55, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0, 7, 0, 0, 0, 6, 10, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
188,"[1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 6, 4, 1, 0, 8, 1, 2, 0, 5, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 3, 2, 0, 2, 0, 0, 0]"
189,"[0, 13, 1, 0, 7, 0, 0, 0, 2, 0, 0, 0, 6, 6, 0, 0, 1, 0, 0, 0, 0, 8, 1, 0, 0, 4, 0, 0, 2, 0, 0, 0, 6, 5, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 8, 1, 0]"
190,"[8, 3, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 8, 1, 0, 2, 0, 0, 0, 6, 4, 1, 0, 6, 11, 0, 0, 8, 1, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
191,"[5, 0, 0, 0, 4, 77, 0, 0, 3, 0, 0, 0, 4, 67, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 6, 5, 1, 0, 8, 1, 1, 0]"
192,"[7, 0, 0, 0, 8, 3, 2, 0, 8, 2, 1, 0, 5, 0, 0, 0, 4, 65, 0, 0, 2, 1, 0, 0, 4, 119, 0, 0, 0, 9, 1, 0, 1, 0, 0, 0, 8, 1, 1, 0, 4, 125, 0, 0, 0, 11, 1, 0]"
193,"[7, 0, 0, 0, 7, 0, 0, 0, 4, 18, 0, 0, 3, 0, 0, 0, 6, 5, 0, 0, 6, 10, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 6, 11, 1, 0, 0, 8, 1, 0, 4, 20, 0, 0, 7, 0, 0, 0]"
194,"[6, 15, 0, 0, 3, 0, 0, 0, 0, 14, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 4, 38, 0, 0, 4, 43, 0, 0, 7, 0, 0, 0, 6, 5, 0, 0, 0, 13, 1, 0]"
195,"[3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 6, 13, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 4, 109, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
196,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 8, 2, 2, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 12, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 12, 0, 0, 6, 10, 0, 0]"
197,"[2, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 4, 37, 0, 0, 3, 0, 0, 0, 0, 12, 1, 0, 0, 15, 1, 0, 8, 1, 1, 0, 4, 119, 0, 0]"
198,"[7, 0, 0, 0, 4, 117, 0, 0, 4, 97, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 5, 0, 0, 0, 4, 77, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0]"
199,"[0, 10, 0, 0, 4, 27, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 6, 7, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
200,"[8, 2, 1, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 5, 1, 0, 4, 101, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 114, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0]"
201,"[1, 0, 0, 0, 6, 14, 0, 0, 6, 12, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 7, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 8, 1, 2, 0, 4, 63, 0, 0, 4, 104, 0, 0]"
202,"[2, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 4, 18, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 1, 2, 0, 4, 55, 0, 0, 8, 3, 1, 0, 8, 3, 1, 0]"
203,"[7, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 14, 1, 0, 2, 1, 0, 0, 0, 12, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 7, 1, 0, 3, 0, 0, 0]"
204,"[2, 1, 0, 0, 3, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 6, 10, 1, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0, 8, 0, 0, 4, 43, 0, 0]"
205,"[5, 0, 0, 0, 8, 2, 2, 0, 5, 0, 0, 0, 8, 3, 2, 0, 4, 65, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 7, 0, 0, 4, 107, 0, 0, 6, 6, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0]"
206,"[7, 0, 0, 0, 3, 0, 0, 0, 4, 19, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 6, 12, 1, 0, 2, 0, 0, 0, 0, 12, 1, 0, 2, 1, 0, 0]"
207,"[3, 0, 0, 0, 4, 44, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 6, 12, 0, 0, 1, 0, 0, 0, 6, 14, 1, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 85, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0]"
208,"[7, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 0, 11, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 6, 1, 0, 6, 8, 1, 0, 8, 1, 2, 0]"
209,"[3, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 6, 5, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 12, 1, 0]"
210,"[1, 0, 0, 0, 4, 113, 0, 0, 6, 13, 0, 0, 6, 9, 1, 0, 2, 0, 0, 0, 4, 72, 0, 0, 0, 4, 0, 0, 4, 27, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 6, 11, 1, 0, 3, 0, 0, 0]"
211,"[3, 0, 0, 0, 8, 2, 1, 0, 3, 0, 0, 0, 4, 48, 0, 0, 0, 15, 1, 0, 7, 0, 0, 0, 6, 4, 1, 0, 0, 5, 0, 0, 6, 7, 1, 0, 3, 0, 0, 0, 4, 85, 0, 0, 4, 86, 0, 0]"
212,"[3, 0, 0, 0, 8, 2, 2, 0, 8, 2, 1, 0, 7, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 8, 0, 0, 5, 0, 0, 0]"
213,"[4, 94, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 6, 9, 0, 0, 2, 1, 0, 0, 8, 3, 1, 0, 6, 12, 1, 0, 0, 12, 1, 0, 0, 8, 1, 0, 8, 3, 2, 0, 2, 0, 0, 0, 4, 53, 0, 0]"
214,"[4, 55, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 1, 2, 0, 8, 2, 2, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 10, 1, 0, 6, 13, 1, 0, 1, 0, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0]"
215,"[5, 0, 0, 0, 1, 0, 0, 0, 4, 48, 0, 0, 4, 56, 0, 0, 7, 0, 0, 0, 6, 13, 1, 0, 0, 10, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
216,"[5, 0, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 6, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4, 21, 0, 0, 0, 11, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0]"
217,"[7, 0, 0, 0, 8, 2, 2, 0, 2, 0, 0, 0, 6, 4, 1, 0, 5, 0, 0, 0, 4, 62, 0, 0, 6, 9, 0, 0, 8, 2, 1, 0, 2, 0, 0, 0, 6, 11, 1, 0, 8, 2, 2, 0, 6, 13, 0, 0]"
218,"[1, 0, 0, 0, 6, 14, 0, 0, 4, 109, 0, 0, 6, 5, 0, 0, 0, 10, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 0, 3, 0, 0, 0, 4, 79, 0, 0, 4, 31, 0, 0]"
219,"[8, 3, 1, 0, 1, 0, 0, 0, 4, 52, 0, 0, 4, 20, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 6, 8, 0, 0, 6, 5, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 90, 0, 0, 1, 0, 0, 0]"
220,"[0, 5, 1, 0, 8, 3, 2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 4, 55, 0, 0, 2, 0, 0, 0, 4, 65, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 8, 1, 0]"
221,"[6, 11, 1, 0, 5, 0, 0, 0, 4, 105, 0, 0, 4, 72, 0, 0, 4, 106, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
222,"[4, 124, 0, 0, 8, 2, 1, 0, 6, 5, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 6, 4, 1, 0, 4, 116, 0, 0, 5, 0, 0, 0, 4, 101, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0]"
223,"[3, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 4, 72, 0, 0, 3, 0, 0, 0, 6, 7, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 6, 15, 1, 0]"
224,"[2, 0, 0, 0, 0, 15, 0, 0, 7, 0, 0, 0, 4, 38, 0, 0, 0, 14, 0, 0, 8, 1, 2, 0, 6, 13, 0, 0, 2, 0, 0, 0, 0, 4, 1, 0, 4, 105, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
225,"[4, 13, 0, 0, 0, 12, 1, 0, 8, 3, 2, 0, 0, 14, 0, 0, 6, 11, 1, 0, 4, 56, 0, 0, 6, 10, 1, 0, 4, 21, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0]"
226,"[0, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 4, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 8, 2, 2, 0]"
227,"[3, 0, 0, 0, 6, 5, 1, 0, 8, 1, 1, 0, 0, 5, 1, 0, 6, 5, 0, 0, 6, 9, 0, 0, 8, 3, 2, 0, 4, 43, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0]"
228,"[7, 0, 0, 0, 5, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 14, 1, 0, 1, 0, 0, 0, 6, 9, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0]"
229,"[5, 0, 0, 0, 0, 15, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 4, 33, 0, 0, 4, 1, 0, 0, 8, 3, 2, 0, 8, 3, 1, 0, 8, 1, 2, 0, 7, 0, 0, 0, 4, 127, 0, 0, 3, 0, 0, 0]"
230,"[6, 6, 1, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 8, 0, 0, 1, 0, 0, 0, 6, 14, 0, 0, 5, 0, 0, 0, 6, 12, 1, 0, 0, 14, 0, 0, 4, 62, 0, 0, 0, 5, 0, 0, 7, 0, 0, 0]"
231,"[7, 0, 0, 0, 1, 0, 0, 0, 4, 43, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 8, 3, 1, 0, 7, 0, 0, 0, 8, 2, 2, 0, 1, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0]"
232,"[8, 3, 1, 0, 8, 1, 1, 0, 8, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 4, 47, 0, 0, 8, 1, 2, 0, 2, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
233,"[3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 2, 1, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 5, 1, 0, 4, 7, 0, 0, 4, 35, 0, 0, 0, 4, 1, 0, 0, 11, 0, 0, 1, 0, 0, 0]"
234,"[8, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 6, 8, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0, 6, 15, 1, 0, 4, 36, 0, 0, 1, 0, 0, 0, 4, 15, 0, 0, 4, 34, 0, 0]"
235,"[3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 3, 2, 0, 8, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 62, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 8, 3, 1, 0, 8, 2, 2, 0]"
236,"[1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 4, 86, 0, 0, 3, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 8, 2, 1, 0, 8, 2, 2, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0]"
237,"[5, 0, 0, 0, 5, 0, 0, 0, 4, 124, 0, 0, 2, 1, 0, 0, 4, 62, 0, 0, 6, 11, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 8, 2, 2, 0, 7, 0, 0, 0, 0, 8, 0, 0, 6, 10, 1, 0]"
238,"[6, 8, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 96, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 8, 2, 2, 0]"
239,"[0, 8, 0, 0, 7, 0, 0, 0, 6, 10, 1, 0, 8, 1, 1, 0, 2, 0, 0, 0, 6, 10, 1, 0, 0, 13, 1, 0, 4, 56, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 32, 0, 0, 1, 0, 0, 0]"
240,"[8, 2, 1, 0, 5, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 7, 0, 0, 0, 1, 0, 0, 0, 8, 2, 2, 0, 8, 3, 1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 10, 0, 0, 2, 0, 0, 0]"
241,"[7, 0, 0, 0, 0, 15, 1, 0, 3, 0, 0, 0, 6, 14, 0, 0, 0, 9, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 6, 15, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0]"
242,"[5, 0, 0, 0, 8, 3, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 4, 53, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 10, 1, 0, 0, 8, 0, 0, 5, 0, 0, 0]"
243,"[7, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 8, 1, 2, 0, 3, 0, 0, 0, 6, 11, 0, 0, 8, 3, 2, 0, 1, 0, 0, 0, 8, 1, 1, 0, 0, 4, 1, 0, 7, 0, 0, 0]"
244,"[3, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 15, 1, 0, 1, 0, 0, 0, 8, 3, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
245,"[0, 6, 0, 0, 3, 0, 0, 0, 6, 11, 0, 0, 0, 12, 1, 0, 2, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 6, 6, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0]"
246,"[5, 0, 0, 0, 8, 2, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 5, 0, 0, 4, 2, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0]"
247,"[1, 0, 0, 0, 4, 111, 0, 0, 4, 68, 0, 0, 4, 33, 0, 0, 8, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 5, 0, 0, 0]"
248,"[3, 0, 0, 0, 4, 91, 0, 0, 6, 14, 1, 0, 2, 1, 0, 0, 4, 86, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 4, 24, 0, 0, 6, 13, 0, 0, 7, 0, 0, 0, 0, 10, 1, 0, 1, 0, 0, 0]"
249,"[0, 7, 0, 0, 1, 0, 0, 0, 6, 4, 1, 0, 4, 80, 0, 0, 0, 7, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 6, 8, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 6, 15, 1, 0]"
250,"[2, 1, 0, 0, 4, 84, 0, 0, 0, 15, 1, 0, 5, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 31, 0, 0, 5, 0, 0, 0, 8, 2, 1, 0, 8, 3, 1, 0, 4, 109, 0, 0]"
251,"[4, 126, 0, 0, 0, 8, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 0, 8, 1, 1, 0, 6, 5, 1, 0, 0, 4, 1, 0, 4, 55, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0]"
252,"[8, 3, 1, 0, 6, 5, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 6, 7, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 6, 14, 1, 0, 2, 1, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
253,"[6, 15, 1, 0, 8, 2, 2, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 8, 1, 2, 0, 5, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0]"
254,"[1, 0, 0, 0, 0, 12, 1, 0, 4, 60, 0, 0, 7, 0, 0, 0, 4, 68, 0, 0, 8, 3, 2, 0, 4, 121, 0, 0, 2, 0, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
255,"[8, 1, 2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 6, 14, 0, 0, 6, 14, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 8, 1, 1, 0, 8, 2, 2, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
256,"[1, 0, 0, 0, 5, 0, 0, 0, 6, 11, 1, 0, 0, 9, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
257,"[8, 1, 2, 0, 8, 2, 1, 0, 6, 6, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 4, 81, 0, 0, 4, 119, 0, 0, 4, 118, 0, 0, 8, 3, 2, 0, 0, 6, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0]"
258,"[7, 0, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0, 8, 3, 2, 0, 8, 3, 2, 0, 8, 2, 1, 0, 7, 0, 0, 0, 8, 1, 2, 0, 8, 1, 1, 0, 2, 1, 0, 0, 0, 8, 1, 0, 8, 2, 2, 0]"
259,"[1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 7, 0, 0, 0, 4, 55, 0, 0, 7, 0, 0, 0, 4, 9, 0, 0, 7, 0, 0, 0, 8, 2, 2, 0, 8, 1, 1, 0]"
260,"[4, 117, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 6, 0, 0, 4, 87, 0, 0, 8, 2, 2, 0, 3, 0, 0, 0, 6, 9, 0, 0, 4, 22, 0, 0, 8, 1, 1, 0, 8, 3, 1, 0, 4, 68, 0, 0]"
261,"[1, 0, 0, 0, 4, 101, 0, 0, 2, 1, 0, 0, 0, 12, 0, 0, 7, 0, 0, 0, 0, 14, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 8, 2, 1, 0, 6, 10, 1, 0, 3, 0, 0, 0]"
262,"[6, 11, 1, 0, 5, 0, 0, 0, 6, 4, 0, 0, 3, 0, 0, 0, 6, 4, 1, 0, 4, 65, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
263,"[2, 1, 0, 0, 2, 1, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 0, 7, 1, 0, 4, 125, 0, 0, 0, 9, 0, 0, 8, 3, 2, 0, 0, 5, 0, 0, 4, 109, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
264,"[8, 2, 2, 0, 8, 1, 2, 0, 5, 0, 0, 0, 4, 67, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 5, 0, 0, 3, 0, 0, 0, 6, 6, 1, 0, 2, 0, 0, 0, 8, 1, 2, 0]"
265,"[2, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 3, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 4, 32, 0, 0, 6, 14, 0, 0, 0, 14, 1, 0]"
266,"[0, 6, 0, 0, 0, 11, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]"
267,"[3, 0, 0, 0, 4, 30, 0, 0, 6, 11, 1, 0, 0, 9, 1, 0, 4, 43, 0, 0, 4, 37, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 6, 12, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0]"
268,"[3, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 10, 1, 0, 6, 12, 0, 0, 4, 127, 0, 0, 8, 3, 1, 0, 8, 2, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
269,"[6, 10, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 6, 6, 1, 0, 5, 0, 0, 0, 4, 18, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0]"
270,"[2, 0, 0, 0, 0, 11, 0, 0, 6, 12, 0, 0, 2, 0, 0, 0, 6, 6, 1, 0, 6, 6, 1, 0, 2, 0, 0, 0, 6, 14, 0, 0, 6, 6, 1, 0, 4, 22, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0]"
271,"[2, 1, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 6, 9, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 6, 6, 0, 0, 4, 123, 0, 0, 8, 1, 1, 0, 6, 10, 0, 0, 6, 15, 0, 0, 8, 2, 1, 0]"
272,"[4, 58, 0, 0, 8, 1, 1, 0, 6, 6, 1, 0, 6, 12, 0, 0, 6, 4, 1, 0, 7, 0, 0, 0, 8, 3, 1, 0, 2, 0, 0, 0, 6, 15, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 1, 0, 0]"
273,"[7, 0, 0, 0, 4, 95, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 4, 89, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0, 0, 0, 15, 1, 0, 2, 0, 0, 0, 7, 0, 0, 0]"
274,"[6, 15, 0, 0, 2, 1, 0, 0, 5, 0, 0, 0, 0, 8, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 49, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 8, 1, 0, 5, 0, 0, 0]"
275,"[0, 9, 0, 0, 8, 3, 1, 0, 0, 13, 0, 0, 2, 1, 0, 0, 4, 114, 0, 0, 8, 1, 1, 0, 4, 43, 0, 0, 5, 0, 0, 0, 8, 3, 1, 0, 0, 10, 1, 0, 6, 13, 1, 0, 3, 0, 0, 0]"
276,"[2, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 8, 1, 2, 0, 3, 0, 0, 0, 6, 13, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 6, 15, 1, 0, 1, 0, 0, 0]"
277,"[1, 0, 0, 0, 1, 0, 0, 0, 8, 3, 2, 0, 7, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 8, 1, 2, 0, 4, 117, 0, 0, 4, 121, 0, 0, 8, 2, 2, 0]"
278,"[6, 11, 0, 0, 0, 11, 0, 0, 6, 11, 0, 0, 6, 12, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 8, 2, 2, 0, 4, 60, 0, 0, 6, 15, 0, 0, 5, 0, 0, 0, 4, 13, 0, 0, 0, 4, 0, 0]"
279,"[4, 11, 0, 0, 0, 7, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0, 8, 1, 1, 0, 4, 81, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 7, 0, 0, 0, 2, 1, 0, 0, 7, 0, 0, 0, 5, 0, 0, 0]"
