Model,Layer,Parameter1,Parameter2,Parameter3
76,7,0.9217416039358475,0.37726118262469116,0.5725616556511572
76,8,0.7284792266732832,0.33315451217885284,0.43280541609184525
76,9,0.3520640341594126,0.3486335428277912,0.16150103952006803
76,10,0.9272851195839634,0.07201409345722325,0.24604097986287662
76,11,0.21225067988209417,0.4067852316066815,0.9442148848744278
76,12,0.11756844423582624,0.518421021018246,0.6813483781471825
77,1,0.9892603870737242,0.8833434025394635,0.891938673871528
77,2,0.7586229254602924,0.7766262790733259,0.34788927922649526
77,3,0.3458824689584533,0.5012044790759125,0.6028471388614384
77,4,0.6854023286665145,0.18832780420220344,0.5986341874142183
77,5,0.5525821157610828,0.07468909896472238,0.6128445076344972
77,6,0.9603947230123936,0.5054102952904063,0.15237618501650904
77,7,0.04509686735592184,0.4881263780113739,0.595258191764334
77,8,0.7904589789990943,0.6855087633332327,0.05965870030988077
77,9,0.9168610063783901,0.5333575603770131,0.3116189399062024
77,10,0.25301612936734996,0.7755300895491201,0.9616429901390131
77,11,0.497710324674299,0.08083417025934884,0.9150638985978861
77,12,0.17276805491577374,0.3836519380298637,0.23174192440627006
78,1,0.5686332270751036,0.13032356459311636,0.7900710707278048
78,2,0.9776070951750797,0.6931078605023271,0.42721213737377567
78,3,0.8735130176114002,0.7757084114273405,0.1845867778087768
78,4,0.7761128509498608,0.7699033736490944,0.996355697743576
78,5,0.6084249217668125,0.15149821798693813,0.9662700726271367
78,6,0.5094573540395863,0.008545627181005355,0.9518325664274743
78,7,0.27053585146897996,0.4386068113699922,0.08601838702197584
78,8,0.020652908379115452,0.3372962953017552,0.6845458589002008
78,9,0.41548802352353437,0.6112953243445856,0.31801341533306554
78,10,0.8190675016245308,0.477120780333901,0.7861279568551957
78,11,0.7050418428431591,0.10781063846623473,0.33727878116030807
78,12,0.6788917360558819,0.9483570915288505,0.20717664934792834
79,1,0.33593502512440987,0.8009818672832839,0.7218051406449497
79,2,0.1333054177634792,0.43039482072436597,0.12407410679381338
79,3,0.42367281845976884,0.427874935076907,0.48806722869463837
79,4,0.8381084056957732,0.06744350780986509,0.5579079971664731
79,5,0.9654723838007558,0.40715019847198664,0.2645923396093658
79,6,0.7687117441739574,0.34921476198244894,0.07042099503344174
79,7,0.8072050231513597,0.7258619589148999,0.8435857023310452
79,8,0.15166015761941407,0.17824971691833802,0.3520163257121282
79,9,0.34510499267644595,0.7360864747949615,0.9199486343049553
79,10,0.7039897672333096,0.8893374211197351,0.20460077033623106
79,11,0.660603452503372,0.67536793676893,0.9100680830909984
79,12,0.2968000749865775,0.014390332766895345,0.02872698323253965
80,1,0.283961486066948,0.9639931295807601,0.7179586255324315
80,2,0.5053166399511815,0.1425975116416019,0.2986175932560347
80,3,0.6403421915087966,0.8962849598670505,0.14524594428713275
80,4,0.7894783974446543,0.22501537805502597,0.6174356843935948
80,5,0.5644265195523002,0.41119385808800435,0.5405897963433278
80,6,0.36869722056964166,0.3193276898764471,0.1636890024485634
80,7,0.14111315935788232,0.48266617342359214,0.0036706453574694878
80,8,0.2520343482955127,0.6271812237140902,0.9149425338144229
80,9,0.6166847805596279,0.5817176642908966,0.35829198903177834
80,10,0.21027646417332746,0.8290691360463965,0.62633559166885
80,11,0.8091987034644833,0.44542942057950596,0.46835582510470164
80,12,0.34170665508842146,0.5795602963995861,0.9546851443346976
81,1,0.2036044169813351,0.20980115412780156,0.2454870418380832
81,2,0.662775216805846,0.5904020936596145,0.551344081703544
81,3,0.760566243492049,0.6567235344477494,0.5047959075275642
81,4,0.5564184353752343,0.4213910418951613,0.9616150823871165
81,5,0.20488725749262454,0.5983247684644629,0.6999472054154857
81,6,0.21432492678063222,0.23590597544084432,0.5306023589929656
81,7,0.678472577507536,0.38360189560369584,0.4884769926546936
81,8,0.8636876760430896,0.31115549858815666,0.24749088387957244
81,9,0.7323893614025369,0.6270090658158156,0.44273476495881814
81,10,0.5875018088713025,0.4227142527747158,0.18568190768836687
81,11,0.9487582288816262,0.5627177233022925,0.9554061461077011
81,12,0.8797812709780574,0.8133508378307939,0.9395076734896439
82,1,0.3090777681808721,0.4314145578670602,0.590003452783243
82,2,0.6720222501590022,0.7711961931295319,0.40377658564176294
82,3,0.9428606935233954,0.5634044321088493,0.004450717993626618
82,4,0.677681167632186,0.08016899834315612,0.8975728420169087
82,5,0.3127646741229824,0.5495318282404195,0.47500961668888364
82,6,0.6472088328363022,0.6778407235316054,0.3249395486359362
82,7,0.8184948562237082,0.5833505039637955,0.7188959997677569
82,8,0.041371537218177754,0.8023029713977772,0.7590212592764134
82,9,0.07317795055702549,0.19655925491487447,0.00837559078081375
82,10,0.48949811843747165,0.549807763319438,0.5490646698629785
82,11,0.3751645864575165,0.783057770745491,0.8599763937416136
82,12,0.288143147479649,0.21205581849255173,0.41570292824516925
83,1,0.7163476012229547,0.10150504369703127,0.6065717395440513
83,2,0.10618035278390768,0.9963518601513838,0.743472127914971
83,3,0.2365039562796699,0.751448376198269,0.5893091904207673
83,4,0.8435860490620707,0.9110115083723791,0.7885999563132909
83,5,0.5177586016362105,0.28481069819725,0.022560583050563653
83,6,0.7101563599194705,0.18781558613457552,0.5774080902535503
83,7,0.8399832033833715,0.47939798762945085,0.8394366946237497
83,8,0.43495285314465876,0.8335267792651367,0.3450112290944861
83,9,0.8300207564610418,0.9590913213401715,0.25046241239267003
83,10,0.398159832591773,0.2383269330925607,0.7384924251006616
83,11,0.8498373821803835,0.30164954225644913,0.9762872566060791
83,12,0.3934225954072916,0.35058536209176155,0.6515146274347718
84,1,0.022322024080510715,0.6995946600376792,0.6778859803409232
84,2,0.5567365058765114,0.17624946871198457,0.970959940595618
84,3,0.76933471356695,0.8293627843630346,0.9860677924888669
84,4,0.1633489391190315,0.295545524093636,0.6392159933402141
84,5,0.5904615602297217,0.5588711593887049,0.8292975975325875
84,6,0.35609565149082467,0.5118848813835992,0.19076264950457952
84,7,0.6429559487601972,0.8645403954283588,0.5087165447182692
84,8,0.4699066746219282,0.6446958652651635,0.8322527687567738
84,9,0.39234250923918335,0.15754557807427594,0.43079116743678764
84,10,0.2873514777684355,0.7580039672176346,0.31041794119952903
84,11,0.9681668727553282,0.07578199220649254,0.40725180054445737
84,12,0.7917791483567239,0.21779506149149655,0.9092554943212376
85,1,0.47063842925291016,0.9853727735566468,0.729924988197433
85,2,0.06677193125775986,0.8150477583630727,0.37302515397320934
85,3,0.16894958387008402,0.14472742104067468,0.7577079790385662
85,4,0.5347417418093743,0.9046659715721734,0.3606394863447157
85,5,0.38679568145097737,0.8067774960875711,0.018262153682108484
85,6,0.11337421266759283,0.4989380478991252,0.8685874193463652
85,7,0.3113914437422439,0.3205222743333867,0.1979982011575248
85,8,0.007889867840371906,0.0012629339128920308,0.28536537713077376
85,9,0.9006142369654055,0.7118632537598099,0.04703250119384573
85,10,0.28180907565860325,0.029289603152215623,0.2950457262214984
85,11,0.6746850688425112,0.42244712936967255,0.8111277396368143
85,12,0.7062006753118933,0.6707220842206405,0.9692156575658756
86,1,0.009971027658580621,0.7925570429580168,0.6601667850137984
86,2,0.7284390136721598,0.5374312496676011,0.27646684392002185
86,3,0.2537404291498823,0.07030888854092218,0.05536432115933479
86,4,0.26498398900454934,0.6601868014279691,0.7939713049262624
86,5,0.326081765292496,0.8733035252696131,0.2747674716339295
86,6,0.7159497911094173,0.9667091670509269,0.5352592789671524
86,7,0.6170986060934004,0.5790589672702808,0.897443895990647
86,8,0.34234886313509666,0.5267726212905111,0.6241814515278394
86,9,0.3248964531855878,0.9040640798972747,0.053732942246579464
86,10,0.7442737654496102,0.930342385436587,0.3984365034045381
86,11,0.4695768369103633,0.22658255534365865,0.35703041551885
86,12,0.5513294983693554,0.044999097188267334,0.7493395900889396
87,1,0.3438315675500706,0.42487857265439694,0.07214314035979208
87,2,0.5171386075581637,0.4871333877655672,0.9676489909172776
87,3,0.5361007614592203,0.2930218112590959,0.8946608246010437
87,4,0.9526554712839845,0.12147300252812111,0.7837150439955494
87,5,0.0632210114054272,0.334629584510462,0.9987427774175293
87,6,0.5523275086889533,0.22004898694019595,0.7678876394011179
87,7,0.2004121310918529,0.5555029443740411,0.24500997909395497
87,8,0.19396101213570618,0.2022102351177499,0.07765479429208276
87,9,0.11185936610692603,0.0770453934672765,0.9682400632782835
87,10,0.4297222568011477,0.18524949335340218,0.1587789335216448
87,11,0.2376298316886669,0.6291902433212332,0.601567226169678
87,12,0.2440610191329479,0.8311092655132396,0.4529890462633009
88,1,0.09387236518803133,0.6828496889612049,0.39220571339373395
88,2,0.13950860452242592,0.16661802554632785,0.2825541090058177
88,3,0.5798020161305335,0.5502701039249532,0.8893857013555069
88,4,0.6907865856935934,0.4049201342028322,0.15231477407455296
88,5,0.7008191938661001,0.17958229190605435,0.18702632583994255
88,6,0.5998691791359968,0.7915914882242885,0.25524644291402554
88,7,0.5448004676768083,0.17798827384258809,0.6303273980084569
88,8,0.8896028850322134,0.6316275103303972,0.2205387532967631
88,9,0.04784278434577026,0.8595955225683443,0.1333567665317219
88,10,0.6107755917284745,0.23300537913191444,0.3202604272120543
88,11,0.7959427431421446,0.4874066401184874,0.8538606950748386
88,12,0.10213442505852324,0.6782130958261495,0.6013471954129085
89,1,0.2238387239505908,0.3803658811079326,0.3167981685671992
89,2,0.39319149845949386,0.3453277552177701,0.4841718526232662
89,3,0.9122062633441154,0.44573678977177206,0.5314936469183564
89,4,0.683805615518878,0.8033618544731147,0.14231214349819396
89,5,0.3303022504699044,0.9870112817205537,0.8664974443778278
89,6,0.4402511876011616,0.6737846897825384,0.7153186819606567
89,7,0.06478546628363721,0.5696561914272337,0.9184868356020248
89,8,0.24167714703812965,0.5367973833344793,0.323889056899945
89,9,0.13277055826923975,0.30582000445901547,0.877028732671671
89,10,0.9399824019104474,0.6165538484968227,0.8204442373192409
89,11,0.1497164329807896,0.7961270517455982,0.24488412208257046
89,12,0.1837274676382512,0.1502503416024391,0.5383020287190404
90,1,0.6552004769106462,0.09693768285836718,0.8382402910245011
90,2,0.17656770100534902,0.44986210283553113,0.5421556621331381
90,3,0.432581164708641,0.9657124354098182,0.18558052293223087
90,4,0.0993139812324427,0.3607905970925902,0.01369951994336191
90,5,0.36703757602123044,0.007991108396280429,0.3453318507493195
90,6,0.5739067192344138,0.9334955425082563,0.5704682602799515
90,7,0.6570303409910403,0.7932093977025301,0.5363689099880772
90,8,0.4734946698043881,0.7199331625047728,0.7315979361057235
90,9,0.4572988540285977,0.4924107528769534,0.06120063093934393
90,10,0.7616983430978225,0.838918205841121,0.9939729164828123
90,11,0.3256167070521415,0.8087732560746755,0.2695034917489708
90,12,0.7790309425295855,0.5221351468051174,0.4761429483895736
91,1,0.91560795822817,0.346464989963776,0.7149162295060224
91,2,0.29313788416054715,0.07402993509626715,0.24156815803966322
91,3,0.26136312805564815,0.2161187255359526,0.8287057422525844
91,4,0.6124126578381414,0.7800597346002968,0.9735645949839469
91,5,0.25075898227058685,0.08762089381882746,0.27847439183654443
91,6,0.6167976708104818,0.16155715810790164,0.6610499750217205
91,7,0.5255722863902486,0.017966076468630784,0.6911066219397689
91,8,0.3223366319957034,0.44692850867097583,0.1317483874263049
91,9,0.8278965802100454,0.6776049576882915,0.614991753995356
91,10,0.4102033227161865,0.48565998711820463,0.014221031375517949
91,11,0.3075262354329314,0.003195508834996215,0.1520217521219801
91,12,0.5487344083803728,0.20330972818153034,0.5894380223239115
92,1,0.9801234967981772,0.3116574244848037,0.2421300499769148
92,2,0.7384900875898571,0.5718759891638633,0.041653238366607795
92,3,0.5090340479784947,0.5211692234883959,0.6307278793180167
92,4,0.3864835956399772,0.695221876829833,0.4357177721908016
92,5,0.39591138771189566,0.24686641046809663,0.13001655995385272
92,6,0.620735579125091,0.010942075363087372,0.2721446599409532
92,7,0.929967111532064,0.3259706924879345,0.8814848853733709
92,8,0.21229835100744313,0.9119977510727567,0.29353917997526746
92,9,0.9423430288630793,0.6627574955586266,0.5236958469563865
92,10,0.5219256704181743,0.6318249367906341,0.07964863696075926
92,11,0.18688253343067152,0.9281795234890858,0.6306947485514228
92,12,0.39974864606699484,0.1689595572173525,0.3617701699405242
93,1,0.9671385920457616,0.07545948845946528,0.9044815367993082
93,2,0.8835202135315326,0.26889856318882066,0.1446816351967454
93,3,0.9953103810588342,0.8865616105749413,0.06262139138631823
93,4,0.39799439552657867,0.9755421966532112,0.9692276585486019
93,5,0.13343405005480588,0.7943847598651139,0.00014713797021750463
93,6,0.4461986089198625,0.1375284780983631,0.8227198338483263
93,7,0.024730360442149178,0.2168134927140108,0.010454839587737788
93,8,0.3502189114081694,0.4248237291801869,0.1919004106415739
93,9,0.406016464784658,0.5875828956479524,0.16984021028935337
93,10,0.1884996731576999,0.8221904529837638,0.34973467578944734
93,11,0.5996608269355584,0.23880720837639532,0.9254654737148208
93,12,0.28301262754854356,0.10343214838590885,0.8117042404886021
94,1,0.1123727559235548,0.7692321336068915,0.9197937524830444
94,2,0.7797963068251613,0.4380903445795648,0.5289981749989976
94,3,0.7797905871568611,0.041863382636799625,0.9240419434632263
94,4,0.4321553167293828,0.47799632858406776,0.6654207183021589
94,5,0.870582600572938,0.6193315261797648,0.5729554009424614
94,6,0.24755809505268567,0.4131059659073468,0.8042328333088186
94,7,0.9857137292457339,0.5203244975636256,0.8629784210892743
94,8,0.9713860487922465,0.9897594973835523,0.06977296428795278
94,9,0.3893513655909454,0.7779816990601729,0.49513175047944086
94,10,0.6610581116554507,0.4469243157751317,0.04663356258146636
94,11,0.7004276718647473,0.4327310854563934,0.7855862717281231
94,12,0.8322466657369636,0.8297344117187042,0.45712406366533187
95,1,0.9457225656071153,0.7513282650053369,0.41630177487581976
95,2,0.42893905458960874,0.596724794235976,0.8665256536588698
95,3,0.7445625155279929,0.01647537082310501,0.5609686567461594
95,4,0.7577271944014126,0.6800088275689029,0.02552581516783561
95,5,0.4501669696388356,0.13114403589877108,0.40997155222742815
95,6,0.9884029914762023,0.32584146357617405,0.9051770928498137
95,7,0.30931963349750524,0.26141957873127025,0.23216755793825933
95,8,0.7157107777720475,0.4823961365477682,0.5192258494576871
95,9,0.6296112095461678,0.7748657654035076,0.4912511863446358
95,10,0.566168434023224,0.7277819081478873,0.8537281801011455
95,11,0.9628757364232435,0.9386808278456319,0.29525992097549864
95,12,0.1285114950017686,0.015419727459278063,0.6706493157312803
96,1,0.12409968795306774,0.09483210318235016,0.748668846762752
96,2,0.46197550540531535,0.5572783382782248,0.32016443684900175
96,3,0.6099938901490618,0.7582468712432258,0.4169765080802325
96,4,0.01874141556561869,0.2928807158540441,0.529757186699294
96,5,0.23246440157974632,0.6064406306708578,0.6478429498578505
96,6,0.183440027695776,0.6533568272720888,0.13757807550073706
96,7,0.465859787881838,0.4946722816897485,0.9625724719959017
96,8,0.9390086019780306,0.14508110833766422,0.00953928260645836
96,9,0.5415956966301886,0.2327586274575268,0.5398281909524388
96,10,0.30732317731130526,0.7905609135925417,0.01719976628316972
96,11,0.19870146141393738,0.4562111411579364,0.07119562426573836
96,12,0.8828385794860258,0.9266748463799763,0.7086370158913644
97,1,0.8198148638231133,0.3060650506556082,0.737381784922555
97,2,0.48002381726120025,0.730891220206143,0.8926934138146347
97,3,0.7903802383514577,0.716390158330582,0.6746563414189175
97,4,0.6642405721902807,0.6080916214117822,0.630598157341961
97,5,0.1990475470145426,0.5049231221646694,0.7670891656665147
97,6,0.30905687457116604,0.1506995624177141,0.4414750803187762
97,7,0.6859803284422186,0.5091450137461956,0.02241335335600193
97,8,0.5231065942546783,0.9470559565393903,0.18866679621897678
97,9,0.7257616354270103,0.33834369101442785,0.2200935907499568
97,10,0.05539714614651644,0.7009304651655436,0.554593869535571
97,11,0.09733328155086239,0.4197328595459,0.9602748458296636
97,12,0.10597884748365807,0.5391646589521604,0.5251197122905882
98,1,0.5709711547816246,0.827830652377921,0.3322836156105144
98,2,0.6053500954449169,0.12392935895313398,0.9322773503908274
98,3,0.9841741951471936,0.7912608669262935,0.5953715500465613
98,4,0.25222810646481175,0.974969546918466,0.9133418403060997
98,5,0.845241687523974,0.6832903486439241,0.06576683080705124
98,6,0.590058939087005,0.24903799099859533,0.11442964377630763
98,7,0.36122159481533056,0.15014666935467927,0.5426798553539975
98,8,0.7830497554413103,0.14207910556379919,0.3262146243468451
98,9,0.5055949078076708,0.998931777157717,0.6592649740509198
98,10,0.42290213654243136,0.34243198545028386,0.5213553535367199
98,11,0.3879904079081123,0.10296319121055833,0.3682061559969286
98,12,0.16991271185024273,0.1488965989190247,0.6647921666190951
99,1,0.062108097125737595,0.25869172942936347,0.5990497650276059
99,2,0.2108686253271532,0.5605091156011721,0.035023938623529045
99,3,0.5410485334550951,0.9170505419719011,0.42287845881864294
99,4,0.007933317307868287,0.04586170549334805,0.694449584745434
99,5,0.281991457114401,0.28652773941318205,0.2828320639589055
99,6,0.8472405482060019,0.9116082125640632,0.3852506150402669
99,7,0.2313651483453068,0.718408116573386,0.6182264216652946
99,8,0.5519692562636974,0.16791248218476518,0.9803810200227356
99,9,0.49774647767540026,0.27183633670048907,0.11328693467427052
99,10,0.8061004207195945,0.3002623620821905,0.9697078815221121
99,11,0.35378033531708325,0.859422244542512,0.3864503262618169
99,12,0.6102065295188581,0.6966428302741919,0.6106944054156968
100,1,0.23811891082368813,0.3629400606671467,0.39934857262992574
100,2,0.6131366411155776,0.3621382430898741,0.8373144143566797
100,3,0.24076005955314372,0.677064683180022,0.9073697672273288
100,4,0.658652733690255,0.5212926339665929,0.7189410671932467
100,5,0.8954087757048717,0.9166170158229723,0.7580587017390069
100,6,0.549257106156466,0.24169708043734003,0.4512030279218473
100,7,0.6237346170961064,0.7857436806051996,0.7875836478031122
100,8,0.06357574915420106,0.7568622529288025,0.99763237280879
100,9,0.10763375395922034,0.35666821619811795,0.8197513988286682
100,10,0.8635903860734853,0.7524008345013347,0.8888433945592242
100,11,0.8908274352547587,0.7521312395634822,0.0963580048078143
100,12,0.164847038803308,0.7946269169415574,0.7821609176062986
101,1,0.5286356718886133,0.1928582849173124,0.611441270666255
101,2,0.600799261242476,0.04208487028705319,0.20633857052903884
101,3,0.10553582551115898,0.17958008525385047,0.17126852091224684
101,4,0.03698593294626818,0.6416799826717511,0.6601167813977387
101,5,0.4437003205599403,0.2614379166027201,0.09754226127723103
101,6,0.32101532529452403,0.984158236685461,0.1980854795557247
101,7,0.8929651270309537,0.570987563473331,0.7327713425518786
101,8,0.9147945050717924,0.022872274826444362,0.8990034121927714
101,9,0.1265550075443205,0.05846762189378694,0.20380239940973546
101,10,0.7143818664856363,0.8588176518229238,0.236250905529694
101,11,0.9079727574621784,0.894741598440784,0.779231796284949
101,12,0.15649500488575263,0.9843167800666771,0.5772282008863504
102,1,0.2434784011575584,0.5013916488553508,0.5211468274694102
102,2,0.34262660952886775,0.27384318557183446,0.6254440853214238
102,3,0.22373078400804491,0.9219261583865247,0.7038425157362294
102,4,0.1168950798360811,0.20287932036974246,0.7760160392901587
102,5,0.11326817270575813,0.18267963761893707,0.621293444162934
102,6,0.3367356160758315,0.7747401614617105,0.3038953299476408
102,7,0.7127770512135291,0.20140679318355337,0.6149320679685456
102,8,0.038297018308346524,0.5426913645367866,0.38550804578030473
102,9,0.6543134204672475,0.316762931438914,0.288203184975562
102,10,0.6687844740340383,0.9960534057019071,0.45900036524235976
102,11,0.7424647460744815,0.14517970123785123,0.5727896915473027
102,12,0.19364866133873662,0.07573870019535718,0.9565534435681236
103,1,0.06894154124035518,0.8199885245771871,0.46125599172446974
103,2,0.006626169418560063,0.8277862320229256,0.937641897518266
103,3,0.3264938120675181,0.19636885165082626,0.4274289415069846
103,4,0.30711033419281347,0.49349848997380347,0.06798176326730633
103,5,0.3427216226691275,0.04963979606996433,0.7174227134146538
103,6,0.40305640739810145,0.06644032159423875,0.5199502606980665
103,7,0.8315467199152933,0.17354837610578083,0.527524958691376
103,8,0.6370523449589117,0.8216257736782836,0.9286720813580402
103,9,0.48678125622568674,0.6987892210296235,0.7904049161625419
103,10,0.9560424930241541,0.7704236573138583,0.026296099544139463
103,11,0.05284887122468132,0.49998864141672994,0.5116859825188573
103,12,0.6989398221606674,0.33616657271434774,0.2997924927585614
104,1,0.6035509945384397,0.48424219083483794,0.9433180041165729
104,2,0.5715875307832426,0.6199246769647077,0.20411872455625713
104,3,0.1807134776833506,0.6719089320484851,0.6246399795719251
104,4,0.6094596332112349,0.13889626430531193,0.18010826880986794
104,5,0.18139930771996732,0.45375278401372615,0.33340952041673405
104,6,0.9019313896632266,0.3831408568115043,0.8778502075167496
104,7,0.8956258579606321,0.58920366310986,0.1293914618837031
104,8,0.8792645099471254,0.636609500259073,0.5102133381960418
104,9,0.3097241990167737,0.4521274004873796,0.4048956532249933
104,10,0.9660992955694233,0.6261201907997338,0.5192433892139368
104,11,0.4031854288480439,0.13666882682722634,0.4901783119645412
104,12,0.973108214016939,0.9982565841817254,0.4418680539402239
105,1,0.30025997666505977,0.29388358784231017,0.11722857191654408
105,2,0.956043596972788,0.4938376806803995,0.0517220272093953
105,3,0.9190461922216786,0.18385901404330962,0.7484983360082073
105,4,0.32927972459393784,0.35970293289630206,0.17357998728841015
105,5,0.24914420390705758,0.9907596015684293,0.8954499019311724
105,6,0.49976006547927093,0.2993925367980159,0.4316994604882455
105,7,0.44729929118028605,0.7968834841805669,0.5775901961008679
105,8,0.6268304278009517,0.07497630701229459,0.03382715192031073
105,9,0.9626598055287999,0.5526344289021273,0.953677670298075
105,10,0.23360671163968996,0.9779927572546527,0.1388359367029551
105,11,0.31280585243066356,0.9743187649019341,0.9862569754473646
105,12,0.7849266071730387,0.629453683518995,0.3970724414703402
106,1,0.5422546595322295,0.7177340696951944,0.8970117967845446
106,2,0.5210126124727912,0.5464775031977136,0.3362301631187753
106,3,0.20316771450962606,0.8330723497667727,0.46014619106946525
106,4,0.7190084703075839,0.38956336930759206,0.9783908441652249
106,5,0.402323722141114,0.2945812833529562,0.37274413317680394
106,6,0.6122379905896135,0.03790143772015461,0.11528740203909173
106,7,0.6695868373217456,0.2472456085303203,0.03420183939500211
106,8,0.33170737489813,0.8948144922994445,0.2449166466370076
106,9,0.7108731316575233,0.8237054139962031,0.04038707203380987
106,10,0.5287731134486899,0.2693224294378377,0.3388494195986722
106,11,0.41499659244492576,0.9788663422111772,0.23322145393992325
106,12,0.6505367264508369,0.64535070522761,0.9233617956002642
107,1,0.5782187878178886,0.3522600216277655,0.4383546859449313
107,2,0.09784589508188647,0.15303244673052804,0.7603132446763563
107,3,0.49024687047256,0.9934240936450645,0.7809964144178791
107,4,0.2697909067444717,0.6488812850601993,0.8907858058515188
107,5,0.21780660143909367,0.27583177281286286,0.23640410127722408
107,6,0.6591967826981556,0.5896899341101183,0.5483064298907637
107,7,0.11909205427619422,0.23176165154775563,0.5029780807719999
107,8,0.49028422986191206,0.40745265404647035,0.6581204072289848
107,9,0.5381364862662823,0.8759054320686532,0.5764722612643889
107,10,0.3380730389527085,0.3523326101887012,0.8944573420097802
107,11,0.04678092680098402,0.5830819282355907,0.10246151167320976
107,12,0.46232919864538624,0.4132297272466727,0.17825941087737593
108,1,0.6968771559960357,0.7988102726913434,0.9569825800045126
108,2,0.7614051635749981,0.1337804028362046,0.9822696983721797
108,3,0.9007680150916372,0.7476953522247605,0.7128048061791502
108,4,0.298110329849191,0.514485489697359,0.5859867661925903
108,5,0.2366172927642526,0.7007204327287195,0.5621973852750408
108,6,0.7403310208223159,0.6230877516937708,0.3176104890311767
108,7,0.29055489631004594,0.8201694436665796,0.890236351738054
108,8,0.8473552954684352,0.45994585851255754,0.6478462197491933
108,9,0.7692293959807242,0.1843819168950116,0.2616191442881686
108,10,0.04679556046743443,0.8973271556707603,0.9413898086393788
108,11,0.5562088521397388,0.09870722236114515,0.7684074838194407
108,12,0.925906747436523,0.3031506448227087,0.21432248182982788
109,1,0.41047658790894276,0.627789752318674,0.5877762114348237
109,2,0.6169648121429653,0.8875949141822777,0.8713366498780022
109,3,0.6707641250834072,0.7202660091149703,0.37484839940576714
109,4,0.15805047781933795,0.5628760536770909,0.21627384100009664
109,5,0.7115704525228959,0.23164700661452922,0.5010488049504012
109,6,0.9288849358628789,0.0026868450001736226,0.4089105866249016
109,7,0.6125715965310453,0.6650760113190398,0.9567011303540428
109,8,0.1783564129995578,0.28459102798911895,0.1729343156727938
109,9,0.6674554456568372,0.42597833154809195,0.3802018487925126
109,10,0.8033811175920648,0.7451867926813134,0.24169046324373467
109,11,0.7461205652475502,0.9511824032397177,0.9661556926693272
109,12,0.5432933826737,0.25807087307870197,0.23781905373294754
110,1,0.6604437491041204,0.8693152844977701,0.31134527127519673
110,2,0.916453515729673,0.632631630889996,0.44569625545371583
110,3,0.803462120296673,0.9123952142034905,0.22346580737712549
110,4,0.12890807442112281,0.5018685032358214,0.5617566920195233
110,5,0.16615863452070959,0.9697299361752543,0.7137561391909729
110,6,0.19251871746567564,0.6800730978318091,0.9351144905088462
110,7,0.2882805060692311,0.34011289438943476,0.9972296341201712
110,8,0.5261373751985581,0.3213818290488397,0.7868189117638278
110,9,0.9812917462482045,0.2906412188552858,0.022810683001832182
110,10,0.030932507380030297,0.5768826583883128,0.3168338972762595
110,11,0.5460521780213361,0.7699261176881906,0.4735009733350235
110,12,0.43748907318245683,0.6901606534070533,0.541095337040914
111,1,0.24897125621937766,0.5267008706885957,0.9794634561682598
111,2,0.21650370420706708,0.8057466985317875,0.40557893009429047
111,3,0.2939167050871786,0.9006609432244164,0.9323537265091207
111,4,0.9271101146877784,0.8985589641515278,0.1052883999572712
111,5,0.026811290358668177,0.22276651968502367,0.3750217376266994
111,6,0.21639636368634083,0.1746620124847891,0.1209896375661463
111,7,0.008046451823975155,0.6152809490791774,0.44119390550510396
111,8,0.7125334623622727,0.3723152812441271,0.46561195169370023
111,9,0.18697026926152524,0.5648594549726164,0.7137063292621934
111,10,0.34823093953369405,0.16036342297653236,0.29098930543775264
111,11,0.33408087788469387,0.6602336329714034,0.05283503934683284
111,12,0.8984969131659768,0.7044766653477006,0.6968857327325133
112,1,0.31622426394374165,0.14416759225572545,0.6282915448282985
112,2,0.30335991950859215,0.6043382859354265,0.5054889881895694
112,3,0.060535687656587026,0.9394666516237248,0.27666248050110426
112,4,0.5160743640010177,0.05365554560425591,0.47927808128599925
112,5,0.4660804995852437,0.4024112022061903,0.933535089043024
112,6,0.09480324063056117,0.36369138970904336,0.9629050133995212
112,7,0.08109257933713508,0.46953065385759774,0.9409576122291125
112,8,0.5980249417809698,0.9801219950337126,0.9031996337663627
112,9,0.4517819089985385,0.8454324409951758,0.7241149361131839
112,10,0.3436398612946013,0.5921995310826748,0.5964909335998525
112,11,0.6157618435316159,0.06311710192156235,0.43084514849138045
112,12,0.7521037332900613,0.47074652403413386,0.984123458346622
113,1,0.0721661500256927,0.8326563741826488,0.21264737318145768
113,2,0.6379613480226913,0.23475897530964035,0.6704486094053342
113,3,0.41474867030045565,0.08475025617161083,0.2465858088149759
113,4,0.4155721859522341,0.8179917714703049,0.6983995965903849
113,5,0.4933001503130559,0.7963667742931693,0.49199535720118975
113,6,0.019796937615798815,0.6342224191472078,0.829386561095453
113,7,0.4266825700258486,0.13568191738438765,0.07779993459825955
113,8,0.23132304342550009,0.5642899204121211,0.20108931604793792
113,9,0.7403142344100023,0.253027978444233,0.1489192421048589
113,10,0.7898455919369549,0.9819126458959804,0.3745998267178108
113,11,0.2718817630414628,0.11234888281215996,0.8435099200132169
113,12,0.49200525155638974,0.07171723061425958,0.8345173254282826
114,1,0.901251739392916,0.11530343430848099,0.06259888330478888
114,2,0.6249512519694795,0.7527648475100248,0.21392220461299388
114,3,0.08525465612126278,0.15542842576980376,0.3375041197833111
114,4,0.5447431186399951,0.7062825826217924,0.8207236014604992
